movieid,producerid,addition
2531488,170198,(producer)
2531488,189107,"(executive producer)"
2531488,212404,(producer)
2531488,270198,"(executive producer)"
2531488,309466,"(producer) (as Lori Mccreary)"
2531488,309516,"(post-production producer) (as Cory McCrum-Abdo)"
2531488,508889,"(line producer)"
2531770,21165,"(associate producer)"
2531770,31577,(producer)
2531770,89596,"(executive producer)"
2532030,31888,"(associate producer)"
2532030,76086,"(associate producer)"
2532030,428602,(co-producer)
2532030,452846,"(executive producer)"
2532030,499337,(producer)
2532198,427188,"(associate producer)"
2532198,485360,"(supervising producer)"
2532812,385468,"(associate producer)"
2532812,385469,"(associate producer)"
2532812,386116,(producer)
2532812,402959,"(associate producer)"
2532812,425340,"(associate producer)"
2532812,425418,"(associate producer)"
2532812,425418,(producer)
2532812,504057,(producer)
2532812,531928,"(associate producer)"
2533425,104643,"(executive producer)"
2533425,111250,(producer)
2533425,111257,(producer)
2533425,269184,"(executive producer)"
2533425,472598,"(executive producer)"
2533425,482346,"(line producer)"
2533451,130795,(producer)
2533451,286914,"(associate producer)"
2533451,488959,"(executive producer)"
2533461,89862,"(associate producer)"
2533461,148558,(producer)
2533461,318285,"(executive producer)"
2533625,51059,"(executive producer)"
2533625,87772,(producer)
2533625,345547,"(co-producer) (as Panos C. Nicolaou)"
2533625,494360,"(associate producer)"
2533625,523041,"(line producer)"
2533992,31871,(producer)
2533992,131002,(co-producer)
2533992,201508,"(associate producer)"
2533992,239950,"(executive producer)"
2533992,319617,(producer)
2533992,434455,(producer)
2533997,31871,(producer)
2533997,316278,"(executive producer)"
2533997,317781,(co-producer)
2533997,336626,(co-producer)
2533997,386985,"(executive producer)"
2533997,434455,(producer)
2533997,452462,(co-producer)
2533997,490117,(producer)
2534991,17344,(producer)
2534991,22682,(producer)
2534991,243462,"(associate producer) (as Joe Kelly)"
2534991,278175,(co-producer)
2534991,409417,(producer)
2534991,411194,"(associate producer)"
2536738,6640,(producer)
2536738,38715,"(co-executive producer)"
2536738,112893,(co-producer)
2536738,138523,(co-producer)
2536738,367839,"(executive producer)"
2536738,420191,"(executive producer)"
2536738,425518,"(associate producer)"
2536827,21125,(producer)
2536827,152238,"(executive producer)"
2536827,212098,"(executive producer)"
2536827,215499,(co-producer)
2536827,245168,(producer)
2536827,279875,(co-producer)
2536827,345486,(producer)
2537109,58444,(co-producer)
2537109,61194,"(executive producer) (as Stanley Buchthal)"
2537109,77224,"(associate producer)"
2537109,130665,"(co-executive producer)"
2537109,280986,"(associate producer)"
2537109,320824,"(executive producer)"
2537109,378355,"(executive producer)"
2537109,442635,"(co-executive producer)"
2537109,459207,(producer)
2537149,3161,(producer)
2537149,40944,"(associate producer)"
2537149,283187,(producer)
2537704,286979,"(executive producer)"
2537704,305626,(producer)
2537704,310149,(producer)
2537704,331408,(producer)
2537704,363514,"(associate producer)"
2537710,176572,"(associate producer)"
2537710,286979,"(executive producer)"
2537710,305626,(producer)
2537710,310149,(co-producer)
2537710,331408,(producer)
2537710,357486,"(executive producer) (as Nicholas Osborne)"
2537710,409728,(producer)
2537793,130024,"(co-executive producer)"
2537793,137872,"(executive producer)"
2537793,147078,"(executive producer)"
2537793,173964,(producer)
2537793,195910,(producer)
2537793,217377,(co-producer)
2537793,257464,"(associate producer)"
2537793,305656,"(producer) (as Jon Shear)"
2537793,489273,"(co-producer) (as Meta A. Puttkammer)"
2537793,500106,"(co-executive producer)"
2538575,69716,(co-producer)
2538575,320589,(producer)
2538575,374568,(co-producer)
2538575,430222,(co-producer)
2538575,433141,(producer)
2538575,494690,"(executive producer)"
2539567,179579,"(associate producer)"
2539567,441619,(producer)
2540772,40566,"(executive producer)"
2540772,70475,(co-producer)
2540772,144411,"(associate producer)"
2540772,280534,(producer)
2540772,291831,"(executive producer)"
2540772,336202,(co-producer)
2540772,336354,(producer)
2540794,225270,(co-producer)
2540794,249216,(producer)
2540794,380445,"(executive producer) (as Barr Potter)"
2540794,403527,"(creative producer)"
2541368,39478,(producer)
2541368,41200,"(associate producer)"
2541368,239411,"(associate producer)"
2541694,160302,"(co-producer) (as Herbert W. Gains)"
2541694,160582,"(executive producer)"
2541694,213522,(co-producer)
2541694,255060,"(associate producer)"
2541694,263214,(producer)
2541694,401026,(producer)
2541694,478755,"(executive producer)"
2541694,479113,"(producer) (as Mike Tollin)"
2541694,513437,"(producer) (uncredited)"
2542489,133450,"(executive producer)"
2542489,151652,"(associate producer)"
2542489,285080,(co-producer)
2542489,441619,"(executive producer)"
2542489,507833,(producer)
2542878,25398,"(co-executive producer) (as Chris J. Ball)"
2542878,314986,"(executive producer)"
2542878,458070,"(executive producer)"
2542878,458999,(co-producer)
2542878,459461,"(executive producer)"
2542878,486372,"(co-executive producer)"
2542878,488635,(producer)
2542878,507698,"(executive producer)"
2542878,507723,"(executive producer)"
2543337,519218,(producer)
2544143,108155,(producer)
2544156,350283,(producer)
2544156,350363,"(associate producer)"
2544531,90772,"(associate producer)"
2544531,208272,"(producer) (uncredited)"
2544594,97973,(producer)
2544594,146633,"(executive producer)"
2544594,182111,"(line producer)"
2544594,201617,"(executive producer) (as Michael Helfant)"
2544594,230661,"(associate producer)"
2544594,258441,"(executive producer)"
2544594,338686,(producer)
2544594,424770,(producer)
2544594,444891,"(executive producer)"
2545159,53743,(producer)
2545380,46389,(producer)
2545380,162231,(producer)
2545380,197333,"(co-producer) (as Ray Hartwick)"
2545380,214266,"(executive producer)"
2545380,283469,"(associate producer)"
2545380,519058,"(associate producer)"
2545754,2594,(producer)
2545754,131934,(producer)
2545754,349690,"(associate producer)"
2547352,249515,(producer)
2547353,45509,"(executive producer)"
2547353,77694,(co-producer)
2547353,106027,"(co-executive producer)"
2547353,177306,"(executive producer)"
2547353,223426,"(co-executive producer)"
2547353,249216,(producer)
2547353,381837,(producer)
2547353,495020,"(executive producer)"
2547971,380973,(producer)
2547971,409749,"(executive producer)"
2548449,139734,(co-producer)
2548449,253093,"(executive producer) (as Howard W. Koch Jr.)"
2548449,286561,(producer)
2548449,313389,"(associate producer)"
2548478,177217,"(executive producer)"
2548478,217657,(producer)
2548478,232332,(co-producer)
2548478,276055,"(executive producer)"
2548478,334084,(co-producer)
2548478,372968,"(executive producer)"
2548478,397959,"(executive producer)"
2548478,446238,(co-producer)
2550559,77845,(co-producer)
2550559,97303,"(supervising producer: news segments) (as Martha Cotton)"
2550559,108399,(producer)
2550559,153319,(co-producer)
2550559,331408,(producer)
2550559,439093,"(executive producer)"
2550559,462305,"(associate producer)"
2550858,363900,(producer)
2550858,364707,"(associate producer)"
2550858,436569,(producer)
2551701,158023,(producer)
2551701,207042,"(associate producer)"
2551718,8331,(producer)
2553800,111447,"(executive producer)"
2553800,111674,(producer)
2553800,276059,(producer)
2553800,312972,(co-producer)
2553800,378608,"(executive producer)"
2553800,408298,(producer)
2553800,466111,"(executive producer)"
2554203,336462,(producer)
2554203,445071,"(associate producer)"
2554361,30755,"(executive producer)"
2554361,235599,"(associate producer)"
2554361,313360,"(executive producer)"
2554361,424962,(producer)
2554361,466111,(producer)
2554662,140201,"(co-associate producer)"
2554662,199665,"(co-associate producer)"
2554662,205573,"(executive producer)"
2554662,211128,(producer)
2554662,298481,"(co-executive producer)"
2554662,300846,"(associate producer)"
2554662,336847,(producer)
2554662,369377,(co-producer)
2554699,153121,"(executive producer)"
2554699,177182,(producer)
2554699,251363,(producer)
2554699,280825,(co-producer)
2554699,394682,(producer)
2554996,212232,"(associate producer)"
2554996,281102,(producer)
2554996,386717,"(executive producer)"
2555100,40415,"(executive producer)"
2555100,212279,(producer)
2555100,314986,"(executive producer)"
2555100,423832,(producer)
2555555,17349,"(producer) (as Tom Arnold)"
2556055,144402,(producer)
2556271,64423,"(associate producer)"
2556271,263170,"(executive producer)"
2556271,382156,(producer)
2556792,30416,(producer)
2556792,165535,"(line producer)"
2556792,214645,(producer)
2556792,229289,"(line producer: Beijing)"
2556792,268463,"(producer) (as Christopher Law MD)"
2556792,268468,"(producer) (as Dennis Law MD)"
2556792,268487,"(producer) (as Jeremy Law MD)"
2556792,268492,"(executive producer)"
2556792,268522,"(producer) (as Ronald Law MD)"
2556792,366260,(co-producer)
2556792,411065,(producer)
2556792,460285,"(line producer: Los Angeles)"
2556792,495536,"(associate producer)"
2556792,527027,(co-producer)
2557229,38523,(producer)
2557229,43315,(producer)
2557229,357946,"(executive producer)"
2557229,494740,"(associate producer)"
2558123,407725,(producer)
2558138,97094,(producer)
2558138,108833,(producer)
2558138,158922,"(associate producer)"
2558138,177032,(producer)
2558138,177195,(producer)
2558138,205003,"(executive producer)"
2558138,276305,"(line producer)"
2558138,278039,"(executive producer)"
2558138,334437,"(executive producer) (as Jeffrey Mueller)"
2558441,253093,"(executive producer) (as Howard W. Koch Jr.)"
2558441,319631,(producer)
2558441,323514,"(associate producer)"
2558441,475804,"(associate producer)"
2558443,253093,"(executive producer) (as Howard W. Koch Jr.)"
2558443,319631,(producer)
2558443,323514,(co-producer)
2558443,475804,(co-producer)
2559217,205843,"(producer) (as Stephen Hickner)"
2559217,244406,"(executive producer)"
2559217,300520,"(executive producer)"
2559217,453090,"(executive producer)"
2559217,507654,(co-producer)
2559249,73968,"(co-producer) (as Fred Caruso)"
2559249,111674,"(executive producer)"
2559249,280183,(producer)
2559529,38573,(producer)
2559529,102437,(producer)
2559529,143255,"(associate producer)"
2559529,155141,"(associate producer)"
2559529,272928,"(line producer)"
2559529,288024,(producer)
2559529,343174,(producer)
2559855,125529,(producer)
2559855,194496,"(executive producer)"
2559855,250807,"(executive producer)"
2559855,313492,"(executive producer)"
2559855,313492,(producer)
2559855,440388,"(producer: VP Production)"
2560159,440919,(producer)
2560159,495535,"(associate producer)"
2560564,17100,"(producer: Croatia)"
2560564,25404,"(line producer) (uncredited)"
2560564,56753,(producer)
2560564,232263,(producer)
2560564,421323,"(line producer)"
2560564,464387,"(associate producer: Croatia)"
2560598,28167,(co-producer)
2560598,129693,(producer)
2560598,271109,"(associate co-producer) (as Grant D. Lee)"
2560598,287296,"(line producer)"
2560598,297270,"(executive producer: Goldwyn Entertainment)"
2560598,380987,"(executive producer)"
2560598,520919,"(executive producer)"
2560616,30505,"(executive producer) (as Donna Bascom)"
2560616,185325,"(line producer)"
2560616,251725,"(associate producer)"
2560616,364629,(co-producer)
2560616,444302,(co-producer)
2560616,450153,(producer)
2560616,460810,"(co-associate producer) (as Susan Stover)"
2560616,495496,"(associate producer)"
2561165,101255,(producer)
2561165,150245,"(associate producer)"
2561165,158360,"(line producer)"
2561165,424411,(producer)
2561419,168,(co-producer)
2561419,50878,(producer)
2561419,60843,(producer)
2561516,79584,"(associate producer)"
2561516,323925,"(executive producer) (uncredited)"
2561516,518007,(producer)
2561802,269258,"(producer) (as Paul N. Lazarus III)"
2561802,386985,"(associate producer)"
2562193,514180,(co-producer)
2562193,530879,(producer)
2562411,23776,(producer)
2562411,30755,"(executive producer)"
2562411,46056,(co-producer)
2562411,117490,"(producer) (as Stephen Simon)"
2562411,146633,"(executive producer)"
2562411,216075,"(executive producer)"
2562411,258441,"(executive producer)"
2562421,6726,(producer)
2562421,6729,"(associate producer)"
2562421,342940,"(executive producer)"
2562422,6726,(producer)
2562422,218818,"(executive producer)"
2562503,212279,"(executive producer)"
2562503,290067,(producer)
2562503,351250,(producer)
2562503,423832,"(executive producer)"
2562822,52381,"(associate producer) (as Steven Boyd)"
2562822,53234,"(executive producer)"
2562822,230896,"(executive producer)"
2562822,301104,"(associate producer)"
2562822,390314,(producer)
2562822,455691,(producer)
2562822,529397,(producer)
2562929,56306,"(executive producer)"
2562929,182808,"(executive producer)"
2562929,190491,"(associate producer)"
2562929,220514,"(co-producer) (as Michele Imperato-Stabile)"
2562929,290755,"(producer) (as Neil Machlis)"
2562929,345230,(producer)
2562929,434176,(producer)
2563410,46056,"(executive producer)"
2563410,191414,"(executive producer)"
2563410,304483,(producer)
2563410,353560,(producer)
2563410,473240,(producer)
2563451,477934,(producer)
2563697,31848,(producer)
2563697,54665,"(associate producer)"
2563697,129109,"(executive producer)"
2563697,254305,(producer)
2563697,367888,"(executive producer)"
2563697,367889,"(executive producer)"
2563697,368430,"(executive producer) (as George P. Pelecanos)"
2563697,430493,(producer)
2563697,444506,(producer)
2563697,498215,"(associate producer)"
2563697,523191,(producer)
2563697,526326,"(executive producer)"
2563736,37979,(co-producer)
2563736,59508,"(executive producer) (as Bill Brown)"
2563736,403254,"(executive producer)"
2563736,424754,(producer)
2563736,427795,(co-producer)
2564194,136726,"(associate producer)"
